a,0.0636439689702378,3.97383238183781
b,0.0127347090537275,6.29509019062901
c,0.0163937196842941,5.93071295515234
d,0.037439368588281,4.73930008557555
e,0.0989411685172979,3.33728525162693
f,0.0168246886038297,5.89327638650633
g,0.0205048251618246,5.60789274746263
h,0.0531274822964728,4.23439784444837
i,0.0550879683618111,4.18211893232439
j,0.000967567476212206,10.0133501041299
k,0.0095911710524092,6.70407731004855
l,0.0363788470313847,4.78075636994262
m,0.0219160371140293,5.51186923786339
n,0.0593427301458534,4.07478488821307
o,0.0634031333975562,3.9793020493247
p,0.0120713549324815,6.37226857129046
q,0.000638003008332066,10.6141491529017
r,0.0422772059693421,4.56397615523413
s,0.0470389900116615,4.40999910580815
t,0.0755125149994085,3.72714042174351
u,0.0236356876066859,5.40288935375064
v,0.0065617130592033,7.25171177783953
w,0.0216540756139195,5.52921760294666
x,0.000709831161587994,10.4602364694481
y,0.0167444100796025,5.90017664025884
z,0.00052392300021971,10.89835758184
 ,0.186334905102334,2.42403014309222
4.09439709271985
